City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,labrador city,52.9463,-66.9114,18.95,82,100,3.09,CA,1689565808
288,kosice,48.6667,21.3333,21.27,83,0,2.06,SK,1689565808
289,fort mcmurray,56.7268,-111.381,20.77,60,0,4.63,CA,1689565696
290,panchgani,17.9167,73.8167,17.72,95,100,2.66,IN,1689565808
291,lautoka,-17.6167,177.4667,25.92,69,75,1.03,FJ,1689565766
292,purranque,-40.9167,-73.1667,1.63,98,51,1.03,CL,1689565809
293,katsuren-haebaru,26.3369,127.8719,31.43,74,40,9.26,JP,1689565809
294,nuku'alofa,-21.1333,-175.2,24.19,64,20,5.66,TO,1689565809
295,ravar,31.2656,56.8055,33.25,11,0,1.01,IR,1689565810
296,fort bragg,35.139,-79.006,25.91,85,0,0.0,US,1689565810
297,bam,29.106,58.357,35.14,9,0,6.34,IR,1689565811
298,buala,-8.145,159.5921,27.94,79,76,1.12,SB,1689565811
299,polyarnyy,69.1989,33.4478,16.87,65,100,4.66,RU,1689565811
300,pangody,65.85,74.4859,17.12,64,99,7.41,RU,1689565811
301,kailua-kona,19.6406,-155.9956,27.98,81,100,4.12,US,1689565812
302,genhe,50.7833,121.5167,32.74,23,100,0.52,CN,1689565812
303,malanje,-9.5402,16.341,18.06,36,0,3.58,AO,1689565812
304,oakdale,44.963,-92.9649,18.65,57,0,4.63,US,1689565694
305,kargasok,59.0556,80.8572,19.98,54,51,2.77,RU,1689565812
306,qaqortoq,60.7167,-46.0333,6.81,92,94,0.95,GL,1689565813
307,prado,-17.3411,-39.2208,21.32,94,27,2.35,BR,1689565620
308,kharp,66.8014,65.8081,20.75,58,99,2.7,RU,1689565813
309,prainha,-1.8,-53.48,23.57,81,15,1.64,BR,1689565813
310,kushiro,42.975,144.3747,21.53,83,75,4.12,JP,1689565813
311,pundong,-7.9522,110.3486,27.51,63,78,6.84,ID,1689565814
312,papao,-17.75,-149.55,27.59,64,1,2.01,PF,1689565814
313,pisco,-13.7,-76.2167,18.03,77,75,1.54,PE,1689565814
314,lauro de freitas,-12.8944,-38.3272,27.01,74,40,3.6,BR,1689565705
315,valparaiso,-33.0393,-71.6273,9.8,81,0,1.54,CL,1689565524
316,hami,42.8,93.45,40.57,7,31,2.37,CN,1689565814
317,kristiansund,63.1115,7.732,16.03,82,100,1.03,NO,1689565815
318,hassi messaoud,31.6804,6.0729,32.92,9,0,4.12,DZ,1689565815
319,maraba,-5.3686,-49.1178,22.1,100,0,0.0,BR,1689565815
320,revda,56.801,59.9303,16.89,83,99,4.9,RU,1689565815
321,kuching,1.55,110.3333,33.34,65,20,4.12,MY,1689565815
322,jilin,43.0,126.0,21.76,85,99,3.73,CN,1689565815
323,loukhi,66.0764,33.0381,17.13,65,100,3.8,RU,1689565816
324,sitka,57.0531,-135.33,13.94,94,100,2.57,US,1689565816
325,al khaburah,23.9886,57.0984,35.39,55,21,2.99,OM,1689565816
326,rustaq,23.3908,57.4244,36.77,28,56,0.47,OM,1689565816
327,jeju city,33.5097,126.5219,27.96,89,100,2.06,KR,1689565816
328,zahedan,29.4963,60.8629,28.95,14,0,2.06,IR,1689565680
329,sao jose da coroa grande,-8.8978,-35.1478,23.74,83,15,3.09,BR,1689565817
330,beaufort west,-32.3567,22.583,12.47,48,77,3.65,ZA,1689565817
331,arraial do cabo,-22.9661,-42.0278,19.92,94,0,2.57,BR,1689565817
332,chui,-33.6971,-53.4616,5.01,84,63,3.51,UY,1689565817
333,namibe,-15.1961,12.1522,20.4,54,0,1.93,AO,1689565817
334,carnarvon,-24.8667,113.6333,20.46,28,0,2.26,AU,1689565818
335,nishinoomote,30.7333,131.0,31.31,79,75,6.17,JP,1689565818
336,xilin hot,43.9667,116.0333,29.03,27,24,2.31,CN,1689565818
337,nosy varika,-20.5833,48.5333,19.4,79,86,1.97,MG,1689565818
338,lebu,-37.6167,-73.65,6.25,72,99,2.5,CL,1689565818
339,'ain el hadjar,34.7585,0.1453,28.63,11,0,5.63,DZ,1689565818
340,howrah,22.5892,88.3103,28.0,94,40,2.57,IN,1689565647
341,bontang,0.1333,117.5,29.9,64,100,2.88,ID,1689565819
342,carira,-10.3608,-37.7011,18.14,96,5,1.66,BR,1689565819
343,ipatovo,45.7181,42.9036,19.11,63,42,5.54,RU,1689565819
344,kirensk,57.7853,108.1119,17.12,98,100,2.38,RU,1689565819
345,retreat,38.8245,-85.8533,24.51,83,15,0.45,US,1689565819
346,vorkuta,67.5,64.0,17.06,83,100,5.88,RU,1689565820
347,north bay,46.3168,-79.4663,20.01,88,0,2.57,CA,1689565820
348,acopiara,-6.0953,-39.4525,20.27,64,26,1.52,BR,1689565820
349,itoman,26.1247,127.6694,31.43,88,40,10.29,JP,1689565820
350,nizhnesortymskiy,62.4397,71.7603,20.46,51,34,7.53,RU,1689565820
351,tchibanga,-2.85,11.0333,19.61,92,62,1.06,GA,1689565820
352,kapa'a,22.0752,-159.319,27.99,84,75,8.75,US,1689565821
353,morant bay,17.8815,-76.4093,29.79,86,7,3.94,JM,1689565821
354,mayahi,13.9553,7.6712,31.12,41,96,1.95,NE,1689565821
355,belle fourche,44.6714,-103.8522,20.6,59,41,1.01,US,1689565821
356,afif,23.9065,42.9172,30.6,13,45,2.39,SA,1689565821
357,roma,43.2128,-75.4557,20.96,94,0,0.0,US,1689565589
358,sorong,-0.8833,131.25,26.54,83,100,3.94,ID,1689565821
359,thurgoona,-36.0451,146.9919,16.48,100,0,0.45,AU,1689565822
360,tagaw-bay,35.6994,66.0616,25.41,20,0,1.86,AF,1689565822
361,bloemfontein,-29.1211,26.214,-2.29,86,0,0.0,ZA,1689565822
362,la ronge,55.1001,-105.2842,17.14,59,100,0.0,CA,1689565822
363,oban,56.4127,-5.4706,11.32,91,100,2.41,GB,1689565822
364,cambria,35.5641,-121.0808,29.41,79,62,0.62,US,1689565822
365,kiunga,-6.1219,141.2906,28.96,62,87,1.74,PG,1689565823
366,veinticinco de mayo,-35.4323,-60.1727,3.02,72,51,3.12,AR,1689565823
367,chul'man,56.8479,124.9104,26.5,46,26,3.41,RU,1689565823
368,nanfeng,23.7434,111.7959,28.27,71,100,5.98,CN,1689565823
369,kidal,18.4411,1.4078,30.61,41,83,2.5,ML,1689565823
370,mundemba,4.9479,8.8724,23.42,97,100,0.31,CM,1689565823
371,vila franca do campo,37.7167,-25.4333,19.23,81,100,2.45,PT,1689565823
372,manturovo,58.3353,44.7619,17.45,63,7,2.17,RU,1689565824
373,camayenne,9.535,-13.6878,25.05,100,75,6.17,GN,1689565824
374,gillette,44.2911,-105.5022,22.51,57,0,5.14,US,1689565824
375,kose,40.21,39.6511,10.6,72,5,1.28,TR,1689565824
376,awjilah,29.1081,21.2869,28.15,42,13,4.86,LY,1689565824
377,port douglas,-16.4833,145.4667,23.97,68,66,7.02,AU,1689565825
378,ulladulla,-35.35,150.4667,19.31,56,4,5.19,AU,1689565825
379,behshahr,36.6923,53.5526,24.97,72,93,4.5,IR,1689565825
380,igrim,63.1906,64.4162,23.51,42,49,3.86,RU,1689565825
381,mil'kovo,55.6078,37.7956,17.73,73,1,2.56,RU,1689565825
382,tuscaloosa,33.2098,-87.5692,26.72,86,0,0.0,US,1689565825
383,catumbela,-12.4314,13.5472,21.09,75,3,1.57,AO,1689565826
384,san antonio de pale,-1.4014,5.6325,22.83,82,39,5.53,GQ,1689565826
385,ta`u,-14.2336,-169.5144,27.01,77,24,7.17,AS,1689565826
386,yeppoon,-23.1333,150.7333,25.7,68,64,7.9,AU,1689565826
387,iowa falls,42.5225,-93.2513,19.87,82,100,0.0,US,1689565826
388,rio grande,-32.035,-52.0986,4.41,79,95,4.99,BR,1689565827
389,turuntayevo,52.2,107.6167,23.05,52,72,2.36,RU,1689565827
390,candon,17.1947,120.4517,30.57,81,100,2.24,PH,1689565827
391,mugia,43.1041,-9.2179,14.39,81,3,5.08,ES,1689565827
392,la toma,-33.0526,-65.6238,3.46,51,34,1.47,AR,1689565827
393,cidreira,-30.1811,-50.2056,11.18,78,100,3.54,BR,1689565827
394,oamaru,-45.0784,170.9801,11.35,66,100,3.57,NZ,1689565828
395,visby,57.6409,18.296,18.12,68,78,5.66,SE,1689565828
396,bhabhua,25.05,83.6167,32.85,60,97,4.99,IN,1689565828
397,castelli,-25.9468,-60.6195,12.09,73,76,2.66,AR,1689565828
398,gaillimh,53.2719,-9.0489,11.62,86,49,2.92,IE,1689565828
399,gorodets,56.6514,43.475,17.17,73,31,2.99,RU,1689565828
400,mount gambier,-37.8333,140.7667,13.14,60,0,4.45,AU,1689565829
401,durban,-29.8579,31.0292,6.51,59,3,2.96,ZA,1689565829
402,pacific grove,36.6177,-121.9166,19.56,89,75,2.06,US,1689565829
403,burang,30.25,81.1667,15.4,55,71,1.68,CN,1689565829
404,sungai besar,3.6746,100.9867,30.84,60,87,1.48,MY,1689565829
405,dongola,19.1667,30.4833,31.01,14,7,3.79,SD,1689565830
406,lazaro cardenas,17.9583,-102.2,27.9,87,5,1.23,MX,1689565830
407,nagqu,31.5,92.0,11.35,43,3,2.15,CN,1689565830
408,aktau,43.65,51.2,22.32,62,100,4.98,KZ,1689565558
409,cockburn town,21.4612,-71.1419,28.58,84,20,8.27,TC,1689565830
410,isafjordur,66.0755,-23.124,7.26,69,15,1.3,IS,1689565830
411,mhamid,29.82,-5.72,29.94,8,1,3.41,MA,1689565830
412,lienz,46.8289,12.769,20.66,94,16,1.78,AT,1689565831
413,revelstoke,50.9832,-118.2023,25.01,78,75,1.54,CA,1689565831
414,nar'yan-mar,67.6713,53.087,17.13,75,71,4.12,RU,1689565831
415,acapulco de juarez,16.8634,-99.8901,29.9,23,75,2.06,MX,1689565803
416,kavieng,-2.5744,150.7967,29.26,72,50,4.59,PG,1689565831
417,zhumysker,49.3333,49.4,18.87,72,97,5.35,KZ,1689565832
418,burela de cabo,43.65,-7.4,14.49,82,7,1.19,ES,1689565832
419,ankang,32.68,109.0172,31.51,53,0,2.66,CN,1689565638
420,mascouche,45.7496,-73.5996,24.14,84,42,1.54,CA,1689565832
421,knysna,-34.0363,23.0471,15.13,61,85,1.65,ZA,1689565832
422,panaba,21.2833,-88.2667,26.31,80,48,3.48,MX,1689565832
423,taltal,-25.4,-70.4833,16.08,77,100,1.82,CL,1689565832
424,igarka,67.4667,86.5833,13.79,48,7,5.15,RU,1689565833
425,bireun,5.203,96.7009,29.66,59,100,1.7,ID,1689565833
426,san rafael,-34.6177,-68.3301,2.86,53,55,1.3,AR,1689565766
427,booue,-0.0921,11.9385,21.65,96,27,0.97,GA,1689565833
428,colares,38.7992,-9.4469,17.72,79,0,15.2,PT,1689565834
429,el nido,11.1858,119.3956,30.65,63,79,4.64,PH,1689565834
430,barranca,-10.75,-77.7667,19.14,82,37,3.87,PE,1689565834
431,lakatoro,-16.0999,167.4164,25.09,78,94,9.0,VU,1689565834
432,pontes e lacerda,-15.2261,-59.3353,20.41,61,2,0.96,BR,1689565834
433,calcinelli,43.7522,12.9195,26.73,70,0,2.15,IT,1689565834
434,waingapu,-9.6567,120.2641,28.35,56,65,7.1,ID,1689565835
435,bocas del toro,9.3333,-82.25,22.78,82,100,4.3,PA,1689565835
436,perugorria,-29.3413,-58.6106,6.12,73,32,3.64,AR,1689565835
437,manpur,22.4333,75.6167,23.94,85,99,4.01,IN,1689565835
438,bodaybo,57.8506,114.1933,29.18,47,2,1.13,RU,1689565835
439,kamyzyak,46.11,48.0736,20.01,64,0,5.0,RU,1689565835
440,kuta,-8.7233,115.1723,28.97,74,40,6.26,ID,1689565836
441,mandal,25.45,74.5667,30.57,58,53,3.47,IN,1689565836
442,pavlodar,52.3,76.95,21.89,60,0,3.0,KZ,1689565829
443,oranjemund,-28.55,16.4333,13.92,65,1,1.96,NA,1689565836
444,lonavla,18.75,73.4167,21.62,95,100,2.89,IN,1689565836
445,taroa,8.7058,171.2275,28.3,76,45,5.6,MH,1689565836
446,la'ie,21.6477,-157.9253,28.98,74,4,4.02,US,1689565645
447,sao raimundo das mangabeiras,-7.0219,-45.4811,21.57,44,4,1.2,BR,1689565837
448,kirakira,-10.4544,161.9205,25.62,93,100,3.23,SB,1689565837
449,broome,42.2506,-75.833,21.76,94,0,0.67,US,1689565837
450,ventnor city,39.3404,-74.4774,23.43,95,53,3.61,US,1689565837
451,torghay,49.6339,63.4981,28.32,26,67,5.89,KZ,1689565837
452,madalena,41.2162,-8.3345,13.5,89,5,1.31,PT,1689565837
453,kurmuk,10.55,34.2833,21.78,82,100,2.22,SD,1689565838
454,tshabong,-26.05,22.45,10.89,40,0,4.05,BW,1689565838
455,saint-joseph,-21.3667,55.6167,19.15,81,24,6.07,RE,1689565838
456,otofuke,42.9917,143.2003,25.53,78,100,4.38,JP,1689565838
457,kattivakkam,13.2167,80.3167,32.05,70,100,4.56,IN,1689565838
458,manay,7.215,126.5397,27.96,76,100,2.08,PH,1689565838
459,dolores,-36.3132,-57.6792,2.62,82,22,3.6,AR,1689565838
460,noshiro,40.2039,140.0242,26.46,87,80,4.25,JP,1689565839
461,mahina,-17.5065,-149.489,27.64,57,40,1.54,PF,1689565839
462,albertina,-22.2008,-46.6158,14.03,72,60,1.78,BR,1689565839
463,tamiahua,21.2667,-97.45,27.3,87,98,3.04,MX,1689565839
464,sabha,27.0377,14.4283,26.94,35,21,4.97,LY,1689565839
465,fort-shevchenko,44.5086,50.263,24.28,56,60,9.25,KZ,1689565839
466,arcachon,44.5875,-1.0519,19.18,82,0,1.03,FR,1689565840
467,arteche,12.2645,125.4048,31.3,62,56,1.5,PH,1689565840
468,beau vallon,-20.4189,57.6953,21.23,100,75,1.54,MU,1689565840
469,krasnoural'sk,58.3638,60.0407,18.47,66,86,3.04,RU,1689565840
470,leninskoye,41.7589,69.3864,32.86,14,0,5.17,KZ,1689565840
471,boi,9.5683,9.4953,21.84,80,62,1.85,NG,1689565840
472,kavaratti,10.5669,72.642,28.12,78,100,8.91,IN,1689565840
473,novhorod-sivers'kyy,52.0058,33.2615,17.13,72,11,1.37,UA,1689565840
474,chorhat,24.4333,81.6833,31.22,62,100,2.93,IN,1689565841
475,morrope,-6.5417,-80.0111,22.06,84,39,6.28,PE,1689565841
476,ashburton,-37.8626,145.0794,18.19,55,0,2.24,AU,1689565841
477,kill devil hills,36.0307,-75.676,27.77,87,0,0.0,US,1689565841
478,ust'-talovka,50.5493,81.85,22.94,48,2,3.32,KZ,1689565842
479,gaiman,-43.2897,-65.4929,0.41,50,0,4.59,AR,1689565842
480,zharkent,44.1628,80.0,32.6,26,100,1.99,KZ,1689565842
481,visakhapatnam,17.69,83.2093,26.94,94,100,3.09,IN,1689565843
482,monteagudo,-19.8167,-63.9833,13.11,81,100,0.78,BO,1689565843
483,bandar-e lengeh,26.5579,54.8807,33.06,89,75,0.0,IR,1689565843
484,san patricio,28.017,-97.5169,28.94,84,34,6.64,US,1689565843
485,puerto ayacucho,5.6639,-67.6236,24.1,93,100,0.86,VE,1689565843
486,illela,13.7292,5.2975,30.09,57,87,1.77,NG,1689565843
487,san lawrenz,36.0553,14.204,27.14,70,0,1.47,MT,1689565843
488,bhimunipatnam,17.8833,83.4333,26.73,77,100,4.15,IN,1689565844
489,sirte,31.2089,16.5887,25.49,78,0,2.75,LY,1689565844
490,queenstown,-31.8976,26.8753,8.23,48,47,3.06,ZA,1689565669
491,singapore,1.2897,103.8501,31.81,77,40,5.14,SG,1689565836
492,west lafayette,40.4259,-86.9081,21.73,88,100,0.0,US,1689565844
493,nikolayevsk-on-amure,53.1406,140.73,28.64,41,91,0.63,RU,1689565844
494,coquimbo,-29.9533,-71.3436,12.85,94,75,4.12,CL,1689565682
495,senanga,-16.1167,23.2667,8.53,65,3,2.51,ZM,1689565844
496,qarauyl,48.9451,79.255,23.49,45,3,3.02,KZ,1689565845
497,fortuna foothills,32.6578,-114.4119,39.05,34,0,5.14,US,1689565845
498,al kharijah,25.4514,30.5464,29.11,17,0,0.98,EG,1689565845
499,de aar,-30.6497,24.0123,8.1,34,55,2.07,ZA,1689565845
500,mersing,2.4312,103.8405,30.95,74,40,3.6,MY,1689565845
501,alindao,5.0267,21.2088,21.2,96,4,0.55,CF,1689565845
502,corinto,37.9407,22.9573,28.83,55,0,1.64,GR,1689565845
503,karbala,32.616,44.0249,35.45,20,0,3.4,IQ,1689565846
504,ulsteinvik,62.3432,5.8487,15.17,88,97,8.05,NO,1689565846
505,raduzhny,62.0961,77.475,17.8,35,56,1.57,RU,1689565846
506,obo,5.3998,26.4869,19.8,90,8,0.88,CF,1689565846
507,myrzakent,40.6667,68.5333,33.57,17,0,2.81,KZ,1689565846
508,al jawf,29.5,38.75,28.39,26,0,4.5,SA,1689565846
509,jayapura,-2.5333,140.7,32.66,75,51,1.75,ID,1689565846
510,guadalupe y calvo,26.1,-106.9667,16.67,85,93,0.85,MX,1689565847
511,okha,53.5739,142.9478,18.09,71,80,4.83,RU,1689565847
512,kenora,49.8167,-94.4337,14.54,88,100,3.09,CA,1689565847
513,copiapo,-27.3667,-70.3333,9.83,54,100,0.8,CL,1689565656
514,laurentides,46.4334,-74.9826,18.17,97,5,1.3,CA,1689565847
515,ar ruways,24.1103,52.7306,33.93,56,59,1.38,AE,1689565847
516,magong,23.5654,119.5863,29.89,67,100,2.02,TW,1689565847
517,carbonear,47.7332,-53.2148,20.41,95,98,3.97,CA,1689565848
518,mili,6.0815,171.735,28.29,73,58,6.45,MH,1689565848
519,puerto aysen,-45.4,-72.7,-5.26,98,56,0.86,CL,1689565639
520,lorengau,-2.0226,147.2712,29.63,71,97,5.64,PG,1689565848
521,la peca,-5.6111,-78.435,19.47,87,47,1.51,PE,1689565848
522,oltinko'l,40.8011,72.1634,35.21,13,5,2.35,UZ,1689565848
523,ataq,14.5377,46.8319,24.99,55,44,5.36,YE,1689565848
524,porto belo,-27.1578,-48.5531,15.65,85,42,3.56,BR,1689565848
525,rio gallegos,-51.6226,-69.2181,2.03,75,0,6.17,AR,1689565849
526,peace river,56.2501,-117.286,22.17,68,100,1.54,CA,1689565849
527,hirara,24.8,125.2833,28.92,89,75,6.69,JP,1689565849
528,palma soriano,20.2172,-75.9989,27.48,86,12,0.66,CU,1689565849
529,vanimo,-2.6741,141.3028,28.83,73,70,1.4,PG,1689565849
530,alta,69.9689,23.2717,17.59,72,75,5.66,NO,1689565849
531,along,28.1667,94.7667,23.51,99,100,0.34,IN,1689565849
532,el alto,-4.2714,-81.2147,21.19,83,54,7.03,PE,1689565850
533,konosha,60.9736,40.257,19.0,65,45,1.35,RU,1689565850
534,byalynichy,53.9983,29.7126,16.95,85,100,2.92,BY,1689565708
535,ketchikan,55.3422,-131.6461,17.26,77,75,5.66,US,1689565850
536,karcag,47.3167,20.9333,22.99,71,0,1.57,HU,1689565850
537,porto sant'elpidio,43.2583,13.7583,25.59,54,0,2.43,IT,1689565850
538,katsuura,35.1333,140.3,34.01,68,10,3.83,JP,1689565850
539,malindi,-3.2175,40.1191,25.09,78,40,4.12,KE,1689565850
540,jinjiang,24.8198,118.5741,32.52,61,78,2.15,CN,1689565851
541,patacamaya,-17.2333,-67.9167,5.03,85,3,2.53,BO,1689565851
542,bubaque,11.2833,-15.8333,27.21,82,100,7.48,GW,1689565851
543,andergrove,-21.0833,149.1833,23.69,69,70,7.14,AU,1689565851
544,angatuba,-23.4897,-48.4128,13.79,65,53,0.27,BR,1689565851
545,deogarh,21.5333,84.7333,26.24,86,100,2.16,IN,1689565851
546,roja,57.5,22.8167,16.09,89,13,5.1,LV,1689565851
547,tan-tan,28.438,-11.1032,20.45,83,97,7.07,MA,1689565852
548,chililabombwe,-12.3648,27.8229,9.66,75,2,2.29,ZM,1689565852
549,chegdomyn,51.1167,133.0167,28.48,40,44,1.96,RU,1689565852
550,zhumadian,32.9794,114.0294,32.14,47,0,4.76,CN,1689565852
551,vadso,70.0744,29.7487,13.49,93,75,3.6,NO,1689565852
552,amahai,-3.3333,128.9167,28.38,87,84,5.33,ID,1689565852
553,dauphin,51.1494,-100.0502,12.08,94,40,2.06,CA,1689565852
554,antsohihy,-14.8796,47.9875,22.14,69,17,2.97,MG,1689565853
555,kaduna,10.5222,7.4383,22.1,90,61,1.93,NG,1689565853
556,daye,30.0833,114.95,29.3,66,47,2.12,CN,1689565853
557,hammerfest,70.6634,23.6821,18.25,68,40,5.66,NO,1689565853
558,gao,16.6362,1.637,32.7,37,76,2.31,ML,1689565853
559,adrar,20.5022,-10.0711,28.78,42,61,5.26,MR,1689565853
560,merritt,50.1123,-120.7942,20.39,52,44,2.75,CA,1689565853
561,woolgoolga,-30.1106,153.2007,19.47,66,34,4.96,AU,1689565854
562,balabac,7.9868,117.0645,30.23,70,80,7.02,PH,1689565854
563,chilca,-12.5211,-76.7372,18.2,85,50,3.9,PE,1689565854
564,tofol,5.3248,163.0078,27.88,89,75,1.54,FM,1689565854
565,zelenogorskiy,55.0333,87.0,20.68,66,78,1.45,RU,1689565854
566,conceicao da barra,-18.5933,-39.7322,20.2,95,2,2.12,BR,1689565745
567,naze,28.3667,129.4833,30.51,81,77,7.54,JP,1689565854
568,puerto deseado,-47.7503,-65.8938,0.09,55,18,7.17,AR,1689565855
569,'ain el hammam,36.5647,4.3062,27.41,12,13,2.51,DZ,1689565855
570,apolinario saravia,-24.4328,-63.9954,12.02,64,93,3.77,AR,1689565855
571,champua,22.0833,85.6667,27.09,81,100,1.96,IN,1689565855
572,sao felix do xingu,-6.6447,-51.995,22.28,55,4,0.32,BR,1689565855
573,tromso,69.6496,18.957,14.01,82,75,6.17,NO,1689565855
574,davlekanovo,54.2215,55.0343,15.57,93,100,1.53,RU,1689565856
575,dalandzadgad,43.5708,104.425,31.73,14,16,2.55,MN,1689565856
576,nguigmi,14.2495,13.1092,29.2,47,82,5.04,NE,1689565856
